Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1013909,-,-,-,29.69,-82.3,-5,55,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature
2016,1,1,8,0,26,0,26,7,19,0.12647999823093414,0.6000000000000001,98.49000000000001,20
2016,1,1,8,30,60,0,60,7,19,0.12647999823093414,0.6000000000000001,98.51,20
2016,1,1,9,0,96,0,96,8,19,0.12647999823093414,0.7000000000000001,93.95,21
2016,1,1,9,30,129,3,130,8,19,0.12647999823093414,0.7000000000000001,93.96000000000001,21
2016,1,1,10,0,157,10,161,8,19,0.12647999823093414,0.8,86.97,22
2016,1,1,10,30,177,10,182,8,19,0.12647999823093414,0.8,81.84,23
2016,1,1,11,0,149,0,149,8,19,0.12647999823093414,0.9,74.60000000000001,24
2016,1,1,11,30,270,148,356,8,19,0.12647999823093414,1.0,74.56,24
2016,1,1,12,0,279,222,413,8,18,0.12647999823093414,1.1,72.8,24
2016,1,1,12,30,287,141,373,8,18,0.12647999823093414,1.2000000000000002,72.77,24
2016,1,1,13,0,111,0,111,4,18,0.12647999823093414,1.3,71.8,24
2016,1,1,13,30,104,0,104,8,18,0.12647999823093414,1.4000000000000001,76.23,23
2016,1,1,14,0,110,0,110,4,18,0.12647999823093414,1.5,74.99,23
2016,1,1,14,30,109,0,109,3,18,0.12647999823093414,1.5,79.67,22
2016,1,1,15,0,76,0,76,3,17,0.12647999823093414,1.6,77.76,22
2016,1,1,15,30,62,0,62,3,17,0.12647999823093414,1.6,82.66,21
2016,1,1,16,0,46,0,46,3,17,0.12647999823093414,1.6,84.71000000000001,20
2016,1,1,16,30,30,0,30,8,17,0.12647999823093414,1.4000000000000001,90.14,19
2016,1,1,17,0,14,0,14,4,16,0.12647999823093414,1.3,91.19,18
2016,1,1,17,30,2,0,2,3,16,0.12647999823093414,1.2000000000000002,97.14,17
2016,1,1,18,0,0,0,0,4,15,0.12647999823093414,1.2000000000000002,98.27,16
2016,1,1,18,30,0,0,0,4,15,0.12647999823093414,1.2000000000000002,100.0,15
2016,1,1,19,0,0,0,0,4,15,0.1257999986410141,1.2000000000000002,100.0,15
2016,1,1,19,30,0,0,0,8,15,0.1257999986410141,1.2000000000000002,100.0,15
2016,1,1,20,0,0,0,0,4,14,0.1257999986410141,1.4000000000000001,96.72,15
2016,1,1,20,30,0,0,0,3,14,0.1257999986410141,1.4000000000000001,100.0,14
2016,1,1,21,0,0,0,0,8,13,0.1257999986410141,1.5,98.78,14
2016,1,1,21,30,0,0,0,8,13,0.1257999986410141,1.5,98.79,14
2016,1,1,22,0,0,0,0,8,12,0.1257999986410141,1.6,93.69,14
2016,1,1,22,30,0,0,0,8,12,0.1257999986410141,1.6,99.97,13
2016,1,1,23,0,0,0,0,8,12,0.1257999986410141,1.6,94.74,13
2016,1,1,23,30,0,0,0,8,12,0.1257999986410141,1.5,94.72,13
2016,1,2,0,0,0,0,0,4,11,0.1257999986410141,1.4000000000000001,89.84,13
2016,1,2,0,30,0,0,0,4,11,0.1257999986410141,1.2000000000000002,95.89,12
2016,1,2,1,0,0,0,0,4,10,0.1257999986410141,1.2000000000000002,91.76,12
2016,1,2,1,30,0,0,0,4,10,0.1257999986410141,1.2000000000000002,91.74,12
2016,1,2,2,0,0,0,0,4,10,0.1257999986410141,1.2000000000000002,88.78,12
2016,1,2,2,30,0,0,0,4,10,0.1257999986410141,1.3,88.78,12
2016,1,2,3,0,0,0,0,4,9,0.1257999986410141,1.5,84.98,12
2016,1,2,3,30,0,0,0,4,9,0.1257999986410141,1.6,90.81,11
2016,1,2,4,0,0,0,0,4,8,0.1257999986410141,1.7000000000000002,85.95,11
2016,1,2,4,30,0,0,0,4,8,0.1257999986410141,1.6,85.96000000000001,11
2016,1,2,5,0,0,0,0,4,7,0.1257999986410141,1.6,81.18,11
2016,1,2,5,30,0,0,0,4,7,0.1257999986410141,1.4000000000000001,86.77,10
2016,1,2,6,0,0,0,0,4,7,0.1257999986410141,1.3,83.68,10
2016,1,2,6,30,0,0,0,4,7,0.1257999986410141,1.2000000000000002,83.68,10
2016,1,2,7,0,0,0,0,1,7,0.1257999986410141,1.1,82.55,10
2016,1,2,7,30,0,0,0,4,7,0.1257999986410141,1.1,82.56,10
2016,1,2,8,0,21,0,21,4,7,0.1257999986410141,1.2000000000000002,77.52,11
2016,1,2,8,30,48,0,48,4,7,0.1257999986410141,1.2000000000000002,77.53,11
2016,1,2,9,0,77,0,77,8,7,0.1257999986410141,1.3,75.31,12
2016,1,2,9,30,104,0,104,8,7,0.1257999986410141,1.3,70.55,13
2016,1,2,10,0,129,0,129,8,8,0.1257999986410141,1.3,70.15,14
2016,1,2,10,30,134,0,134,4,8,0.1257999986410141,1.3,70.14,14
2016,1,2,11,0,111,0,111,4,9,0.1257999986410141,1.3,67.81,15
2016,1,2,11,30,115,0,115,4,9,0.1257999986410141,1.2000000000000002,67.78,15
2016,1,2,12,0,129,0,129,4,9,0.1257999986410141,1.2000000000000002,63.64,16
2016,1,2,12,30,286,121,361,8,9,0.1257999986410141,1.2000000000000002,63.6,16
2016,1,2,13,0,238,26,254,4,8,0.1257999986410141,1.2000000000000002,59.06,17
2016,1,2,13,30,200,9,206,4,8,0.1257999986410141,1.2000000000000002,59.04,17
2016,1,2,14,0,243,68,280,4,8,0.1257999986410141,1.2000000000000002,58.39,17
2016,1,2,14,30,201,30,217,8,8,0.1257999986410141,1.2000000000000002,58.38,17
2016,1,2,15,0,135,0,135,4,8,0.1257999986410141,1.2000000000000002,58.32,17
2016,1,2,15,30,110,0,110,8,8,0.1257999986410141,1.1,62.14,16
2016,1,2,16,0,83,0,83,8,9,0.1257999986410141,1.0,64.28,16
2016,1,2,16,30,55,0,55,8,9,0.1257999986410141,0.8,68.52,15
2016,1,2,17,0,27,0,27,4,9,0.1257999986410141,0.7000000000000001,76.84,14
2016,1,2,17,30,4,0,4,8,10,0.1257999986410141,0.7000000000000001,82.01,13
2016,1,2,18,0,0,0,0,8,9,0.1257999986410141,0.8,80.39,13
2016,1,2,18,30,0,0,0,8,9,0.1257999986410141,0.8,80.41,13
2016,1,2,19,0,0,0,0,8,9,0.1257999986410141,0.9,79.81,13
2016,1,2,19,30,0,0,0,8,9,0.1257999986410141,0.9,79.81,13
2016,1,2,20,0,0,0,0,8,9,0.1257999986410141,0.9,79.63,13
2016,1,2,20,30,0,0,0,8,9,0.1257999986410141,0.9,85.01,12
2016,1,2,21,0,0,0,0,8,9,0.1257999986410141,0.9,85.51,12
2016,1,2,21,30,0,0,0,6,9,0.1257999986410141,0.9,85.5,12
2016,1,2,22,0,0,0,0,6,9,0.1257999986410141,1.0,85.92,12
2016,1,2,22,30,0,0,0,6,9,0.1257999986410141,1.0,85.91,12
2016,1,2,23,0,0,0,0,9,9,0.1257999986410141,1.1,85.87,12
2016,1,2,23,30,0,0,0,6,9,0.1257999986410141,1.1,85.87,12
2016,1,3,0,0,0,0,0,6,9,0.1257999986410141,1.2000000000000002,84.96000000000001,12
2016,1,3,0,30,0,0,0,6,9,0.1257999986410141,1.2000000000000002,90.75,11
2016,1,3,1,0,0,0,0,8,9,0.1257999986410141,1.4000000000000001,89.62,11
2016,1,3,1,30,0,0,0,6,9,0.1257999986410141,1.3,89.61,11
2016,1,3,2,0,0,0,0,6,9,0.1257999986410141,1.3,89.2,11
2016,1,3,2,30,0,0,0,8,9,0.1257999986410141,1.3,95.31,10
2016,1,3,3,0,0,0,0,9,9,0.1257999986410141,1.3,95.13,10
2016,1,3,3,30,0,0,0,9,9,0.1257999986410141,1.3,95.11,10
2016,1,3,4,0,0,0,0,8,9,0.1257999986410141,1.3,94.59,10
2016,1,3,4,30,0,0,0,9,9,0.1257999986410141,1.3,100.0,9
2016,1,3,5,0,0,0,0,8,9,0.1257999986410141,1.3,100.0,9
2016,1,3,5,30,0,0,0,4,9,0.1257999986410141,1.3,100.0,9
2016,1,3,6,0,0,0,0,8,8,0.1257999986410141,1.4000000000000001,98.77,9
2016,1,3,6,30,0,0,0,8,8,0.1257999986410141,1.3,98.78,9
2016,1,3,7,0,0,0,0,8,8,0.1257999986410141,1.3,97.37,9
2016,1,3,7,30,0,0,0,6,8,0.1257999986410141,1.3,97.38,9
2016,1,3,8,0,14,0,14,8,8,0.1257999986410141,1.3,97.18,9
2016,1,3,8,30,32,0,32,6,8,0.1257999986410141,1.2000000000000002,97.18,9
2016,1,3,9,0,52,0,52,6,8,0.1257999986410141,1.2000000000000002,91.67,10
2016,1,3,9,30,70,0,70,8,8,0.1257999986410141,1.1,91.68,10
2016,1,3,10,0,64,0,64,6,8,0.1257999986410141,1.1,91.0,10
2016,1,3,10,30,181,13,187,8,8,0.1257999986410141,1.1,90.98,10
2016,1,3,11,0,152,0,152,8,8,0.1257999986410141,1.1,85.85000000000001,11
2016,1,3,11,30,104,0,104,6,8,0.1257999986410141,1.0,85.78,11
2016,1,3,12,0,75,0,75,9,8,0.1257999986410141,0.9,87.34,11
2016,1,3,12,30,22,0,22,6,8,0.1257999986410141,0.8,87.29,11
2016,1,3,13,0,187,4,189,6,9,0.1257999986410141,0.8,88.9,11
2016,1,3,13,30,103,0,103,6,9,0.1257999986410141,1.0,88.9,11
2016,1,3,14,0,156,0,156,9,9,0.1257999986410141,1.2000000000000002,90.06,11
2016,1,3,14,30,159,0,159,6,9,0.1257999986410141,1.2000000000000002,90.05,11
2016,1,3,15,0,144,0,144,6,9,0.1257999986410141,1.3,90.47,11
2016,1,3,15,30,118,0,118,6,9,0.1257999986410141,1.1,96.68,10
2016,1,3,16,0,90,0,90,6,9,0.1257999986410141,1.0,96.71000000000001,10
2016,1,3,16,30,60,0,60,6,9,0.1257999986410141,0.8,96.69,10
2016,1,3,17,0,30,0,30,9,9,0.1257999986410141,0.7000000000000001,96.09,10
2016,1,3,17,30,5,0,5,6,9,0.1257999986410141,0.7000000000000001,100.0,9
2016,1,3,18,0,0,0,0,6,9,0.1257999986410141,0.8,100.0,9
2016,1,3,18,30,0,0,0,6,9,0.1257999986410141,0.7000000000000001,100.0,9
2016,1,3,19,0,0,0,0,9,8,0.1257999986410141,0.7000000000000001,98.52,9
2016,1,3,19,30,0,0,0,6,8,0.1257999986410141,0.6000000000000001,100.0,8
2016,1,3,20,0,0,0,0,6,8,0.1257999986410141,0.5,100.0,8
2016,1,3,20,30,0,0,0,6,8,0.1257999986410141,0.30000000000000004,100.0,8
2016,1,3,21,0,0,0,0,6,8,0.1257999986410141,0.2,100.0,8
2016,1,3,21,30,0,0,0,6,8,0.1257999986410141,0.2,100.0,8
2016,1,3,22,0,0,0,0,6,7,0.1257999986410141,0.2,97.91,8
2016,1,3,22,30,0,0,0,8,7,0.1257999986410141,0.30000000000000004,97.91,8
2016,1,3,23,0,0,0,0,6,7,0.1257999986410141,0.4,95.98,8
2016,1,3,23,30,0,0,0,8,7,0.1257999986410141,0.6000000000000001,100.0,7
2016,1,4,0,0,0,0,0,8,6,0.1257999986410141,0.8,99.10000000000001,7
2016,1,4,0,30,0,0,0,8,6,0.1257999986410141,0.9,99.07000000000001,7
2016,1,4,1,0,0,0,0,1,6,0.1257999986410141,1.0,95.15,7
2016,1,4,1,30,0,0,0,8,6,0.1257999986410141,1.0,95.13,7
2016,1,4,2,0,0,0,0,8,5,0.1257999986410141,1.1,92.07000000000001,7
2016,1,4,2,30,0,0,0,4,5,0.1257999986410141,1.1,98.61,6
2016,1,4,3,0,0,0,0,4,5,0.1257999986410141,1.1,95.65,6
2016,1,4,3,30,0,0,0,1,5,0.1257999986410141,1.0,95.66,6
2016,1,4,4,0,0,0,0,0,4,0.1257999986410141,0.9,92.44,6
2016,1,4,4,30,0,0,0,0,4,0.1257999986410141,0.8,99.10000000000001,5
2016,1,4,5,0,0,0,0,0,4,0.1257999986410141,0.8,95.75,5
2016,1,4,5,30,0,0,0,1,4,0.1257999986410141,0.8,95.78,5
2016,1,4,6,0,0,0,0,1,4,0.1257999986410141,0.8,94.65,5
2016,1,4,6,30,0,0,0,4,4,0.1257999986410141,0.8,94.68,5
2016,1,4,7,0,0,0,0,4,4,0.1257999986410141,0.9,94.10000000000001,5
2016,1,4,7,30,0,0,0,4,4,0.1257999986410141,1.0,87.83,6
2016,1,4,8,0,28,456,75,1,4,0.1257999986410141,1.2000000000000002,82.51,7
2016,1,4,8,30,43,640,169,0,4,0.1257999986410141,1.4000000000000001,77.08,8
2016,1,4,9,0,52,752,267,0,3,0.1257999986410141,1.6,70.89,9
2016,1,4,9,30,59,824,360,0,4,0.1257999986410141,1.6,66.3,10
2016,1,4,10,0,63,875,445,0,3,0.1257999986410141,1.7000000000000002,60.81,11
2016,1,4,10,30,67,909,518,0,3,0.1257999986410141,1.7000000000000002,56.92,12
2016,1,4,11,0,70,934,577,0,3,0.1257999986410141,1.8,52.08,13
2016,1,4,11,30,72,950,622,0,3,0.1257999986410141,1.8,48.78,14
2016,1,4,12,0,73,959,650,0,3,0.1257999986410141,1.8,45.49,15
2016,1,4,12,30,74,964,662,0,3,0.1257999986410141,1.8,45.480000000000004,15
2016,1,4,13,0,74,961,656,0,3,0.1257999986410141,1.8,43.19,16
2016,1,4,13,30,73,956,634,0,3,0.1257999986410141,1.8,43.19,16
2016,1,4,14,0,73,941,595,0,3,0.1257999986410141,1.8,44.160000000000004,16
2016,1,4,14,30,70,922,541,0,3,0.1257999986410141,1.7000000000000002,44.17,16
2016,1,4,15,0,68,890,471,0,4,0.1257999986410141,1.7000000000000002,45.410000000000004,16
2016,1,4,15,30,63,849,390,0,4,0.1257999986410141,1.5,48.43,15
2016,1,4,16,0,57,781,298,0,5,0.1257999986410141,1.4000000000000001,55.38,14
2016,1,4,16,30,48,686,200,1,5,0.1257999986410141,1.1,63.11,12
2016,1,4,17,0,35,518,102,1,5,0.1257999986410141,0.8,70.10000000000001,11
2016,1,4,17,30,13,217,20,0,5,0.1257999986410141,0.9,74.95,10
2016,1,4,18,0,0,0,0,0,4,0.1257999986410141,1.0,70.83,10
2016,1,4,18,30,0,0,0,0,4,0.1257999986410141,1.0,75.79,9
2016,1,4,19,0,0,0,0,1,4,0.1257999986410141,1.1,74.51,9
2016,1,4,19,30,0,0,0,0,4,0.1257999986410141,1.1,79.75,8
2016,1,4,20,0,0,0,0,0,4,0.1257999986410141,1.1,79.25,8
2016,1,4,20,30,0,0,0,0,4,0.1257999986410141,1.1,79.28,8
2016,1,4,21,0,0,0,0,0,4,0.1257999986410141,1.1,78.66,8
2016,1,4,21,30,0,0,0,0,4,0.1257999986410141,1.0,84.22,7
2016,1,4,22,0,0,0,0,0,4,0.1257999986410141,0.9,83.32000000000001,7
2016,1,4,22,30,0,0,0,0,4,0.1257999986410141,0.9,89.25,6
2016,1,4,23,0,0,0,0,0,4,0.1257999986410141,1.0,87.36,6
2016,1,4,23,30,0,0,0,0,4,0.1257999986410141,1.0,87.37,6
2016,1,5,0,0,0,0,0,0,3,0.1257999986410141,1.0,84.3,6
2016,1,5,0,30,0,0,0,0,3,0.1257999986410141,1.0,90.36,5
2016,1,5,1,0,0,0,0,0,3,0.1257999986410141,1.1,87.24,5
2016,1,5,1,30,0,0,0,0,3,0.1257999986410141,1.1,87.26,5
2016,1,5,2,0,0,0,0,0,2,0.1257999986410141,1.2000000000000002,85.16,5
2016,1,5,2,30,0,0,0,0,2,0.1257999986410141,1.2000000000000002,85.18,5
2016,1,5,3,0,0,0,0,0,2,0.1257999986410141,1.3,82.98,5
2016,1,5,3,30,0,0,0,0,2,0.1257999986410141,1.4000000000000001,82.99,5
2016,1,5,4,0,0,0,0,0,1,0.1257999986410141,1.6,79.13,5
2016,1,5,4,30,0,0,0,0,1,0.1257999986410141,1.5,84.88,4
2016,1,5,5,0,0,0,0,0,1,0.1257999986410141,1.5,81.56,4
2016,1,5,5,30,0,0,0,0,1,0.1257999986410141,1.4000000000000001,81.59,4
2016,1,5,6,0,0,0,0,1,0,0.1257999986410141,1.4000000000000001,78.60000000000001,4
2016,1,5,6,30,0,0,0,0,0,0.1257999986410141,1.4000000000000001,84.35000000000001,3
2016,1,5,7,0,0,0,0,0,0,0.1257999986410141,1.5,82.23,3
2016,1,5,7,30,0,0,0,1,0,0.1257999986410141,1.8,76.67,4
2016,1,5,8,0,35,386,74,1,0,0.1257999986410141,2.2,72.77,5
2016,1,5,8,30,53,589,169,0,0,0.1257999986410141,2.4000000000000004,67.92,6
2016,1,5,9,0,67,697,266,0,1,0.1257999986410141,2.6,64.12,8
2016,1,5,9,30,76,775,360,0,1,0.1257999986410141,2.6,59.94,9
2016,1,5,10,0,78,846,447,0,3,0.1257999986410141,2.7,59.51,11
2016,1,5,10,30,83,880,519,0,3,0.1257999986410141,2.7,55.69,12
2016,1,5,11,0,92,887,575,0,4,0.1257999986410141,2.7,57.29,13
2016,1,5,11,30,95,903,619,0,4,0.1257999986410141,2.7,57.26,13
2016,1,5,12,0,106,888,641,0,5,0.1257999986410141,2.7,56.47,14
2016,1,5,12,30,106,891,651,1,5,0.1257999986410141,2.6,56.45,14
2016,1,5,13,0,278,84,330,2,5,0.1257999986410141,2.6,58.25,14
2016,1,5,13,30,271,79,318,8,5,0.1257999986410141,2.5,58.24,14
2016,1,5,14,0,256,113,319,3,6,0.1257999986410141,2.5,59.28,14
2016,1,5,14,30,226,81,268,8,6,0.1257999986410141,2.5,63.26,13
2016,1,5,15,0,193,62,221,8,6,0.1257999986410141,2.5,63.78,13
2016,1,5,15,30,162,47,181,4,6,0.1257999986410141,2.5,68.1,12
2016,1,5,16,0,125,37,137,8,6,0.1257999986410141,2.5,68.14,12
2016,1,5,16,30,85,22,90,8,6,0.1257999986410141,2.3000000000000003,72.81,11
2016,1,5,17,0,44,0,44,8,6,0.1257999986410141,2.2,72.05,11
2016,1,5,17,30,8,0,8,8,6,0.1257999986410141,2.1,77.02,10
2016,1,5,18,0,0,0,0,8,5,0.1257999986410141,2.0,80.91,9
2016,1,5,18,30,0,0,0,8,5,0.1257999986410141,2.0,80.93,9
2016,1,5,19,0,0,0,0,8,5,0.1257999986410141,2.0,79.09,9
2016,1,5,19,30,0,0,0,8,5,0.1257999986410141,2.0,84.62,8
2016,1,5,20,0,0,0,0,8,5,0.1257999986410141,2.0,83.21000000000001,8
2016,1,5,20,30,0,0,0,8,5,0.1257999986410141,2.0,83.21000000000001,8
2016,1,5,21,0,0,0,0,8,5,0.1257999986410141,2.0,83.08,8
2016,1,5,21,30,0,0,0,8,5,0.1257999986410141,1.9000000000000001,88.92,7
2016,1,5,22,0,0,0,0,8,5,0.1257999986410141,1.8,89.72,7
2016,1,5,22,30,0,0,0,6,5,0.1257999986410141,1.7000000000000002,89.7,7
2016,1,5,23,0,0,0,0,8,5,0.1257999986410141,1.7000000000000002,89.59,7
2016,1,5,23,30,0,0,0,6,5,0.1257999986410141,1.7000000000000002,95.93,6
2016,1,6,0,0,0,0,0,8,5,0.1257999986410141,1.7000000000000002,96.04,6
2016,1,6,0,30,0,0,0,8,5,0.1257999986410141,1.7000000000000002,96.03,6
2016,1,6,1,0,0,0,0,6,5,0.1257999986410141,1.8,97.10000000000001,6
2016,1,6,1,30,0,0,0,8,5,0.1257999986410141,1.8,97.09,6
2016,1,6,2,0,0,0,0,8,5,0.1257999986410141,1.8,98.92,6
2016,1,6,2,30,0,0,0,8,5,0.1257999986410141,1.8,98.91,6
2016,1,6,3,0,0,0,0,8,6,0.1257999986410141,1.8,100.0,6
2016,1,6,3,30,0,0,0,8,6,0.1257999986410141,1.8,100.0,6
2016,1,6,4,0,0,0,0,8,6,0.1257999986410141,1.9000000000000001,100.0,6
2016,1,6,4,30,0,0,0,8,6,0.1257999986410141,1.9000000000000001,100.0,6
2016,1,6,5,0,0,0,0,8,6,0.1257999986410141,1.9000000000000001,97.08,7
2016,1,6,5,30,0,0,0,8,6,0.1257999986410141,1.9000000000000001,97.09,7
2016,1,6,6,0,0,0,0,8,6,0.1257999986410141,1.9000000000000001,97.7,7
2016,1,6,6,30,0,0,0,8,6,0.1257999986410141,1.9000000000000001,97.71000000000001,7
2016,1,6,7,0,0,0,0,8,6,0.1257999986410141,2.0,97.89,7
2016,1,6,7,30,0,0,0,8,6,0.1257999986410141,2.0,97.89,7
2016,1,6,8,0,46,121,58,4,6,0.1257999986410141,2.1,99.41,7
2016,1,6,8,30,81,303,141,3,6,0.1257999986410141,2.3000000000000003,99.41,7
2016,1,6,9,0,104,447,231,1,7,0.1257999986410141,2.5,96.99000000000001,8
2016,1,6,9,30,151,202,225,4,7,0.1257999986410141,2.6,90.64,9
2016,1,6,10,0,132,613,399,1,8,0.1257999986410141,2.7,89.09,10
2016,1,6,10,30,141,661,469,0,8,0.1257999986410141,2.7,83.32000000000001,11
2016,1,6,11,0,146,698,527,0,8,0.1257999986410141,2.8000000000000003,81.86,12
2016,1,6,11,30,151,720,569,1,8,0.1257999986410141,2.8000000000000003,81.81,12
2016,1,6,12,0,244,31,263,2,9,0.1257999986410141,2.8000000000000003,80.08,13
2016,1,6,12,30,279,281,452,8,9,0.1257999986410141,2.7,80.05,13
2016,1,6,13,0,288,191,405,8,10,0.1257999986410141,2.6,77.86,14
2016,1,6,13,30,119,799,591,1,10,0.1257999986410141,2.5,77.84,14
2016,1,6,14,0,249,271,401,2,10,0.1257999986410141,2.5,79.75,14
2016,1,6,14,30,114,749,499,1,10,0.1257999986410141,2.5,79.74,14
2016,1,6,15,0,173,19,182,3,10,0.1257999986410141,2.5,80.03,14
2016,1,6,15,30,145,12,150,3,10,0.1257999986410141,2.4000000000000004,85.39,13
2016,1,6,16,0,86,585,269,3,10,0.1257999986410141,2.4000000000000004,83.86,13
2016,1,6,16,30,71,472,178,1,10,0.1257999986410141,2.2,89.53,12
2016,1,6,17,0,48,308,90,1,9,0.1257999986410141,2.0,91.98,11
2016,1,6,17,30,16,59,18,1,9,0.1257999986410141,2.0,98.32000000000001,10
2016,1,6,18,0,0,0,0,7,9,0.1257999986410141,2.0,93.81,10
2016,1,6,18,30,0,0,0,8,9,0.1257999986410141,1.9000000000000001,100.0,9
2016,1,6,19,0,0,0,0,8,8,0.1257999986410141,1.9000000000000001,96.54,9
2016,1,6,19,30,0,0,0,1,8,0.1257999986410141,1.8,96.54,9
2016,1,6,20,0,0,0,0,1,8,0.1257999986410141,1.8,94.51,9
2016,1,6,20,30,0,0,0,1,8,0.1257999986410141,1.7000000000000002,94.49,9
2016,1,6,21,0,0,0,0,8,8,0.1257999986410141,1.7000000000000002,93.57000000000001,9
2016,1,6,21,30,0,0,0,8,8,0.1257999986410141,1.6,93.54,9
2016,1,6,22,0,0,0,0,8,8,0.1257999986410141,1.6,93.81,9
2016,1,6,22,30,0,0,0,8,8,0.1257999986410141,1.5,100.0,8
2016,1,6,23,0,0,0,0,8,8,0.1257999986410141,1.5,100.0,8
2016,1,6,23,30,0,0,0,1,8,0.1257999986410141,1.4000000000000001,100.0,8
2016,1,7,0,0,0,0,0,1,8,0.1257999986410141,1.3,100.0,8
2016,1,7,0,30,0,0,0,4,8,0.1257999986410141,1.3,100.0,8
2016,1,7,1,0,0,0,0,1,7,0.1257999986410141,1.3,98.74000000000001,8
2016,1,7,1,30,0,0,0,1,7,0.1257999986410141,1.3,98.72,8
2016,1,7,2,0,0,0,0,1,7,0.1257999986410141,1.4000000000000001,97.04,8
2016,1,7,2,30,0,0,0,1,7,0.1257999986410141,1.4000000000000001,97.02,8
2016,1,7,3,0,0,0,0,1,7,0.1257999986410141,1.4000000000000001,95.72,8
2016,1,7,3,30,0,0,0,1,7,0.1257999986410141,1.3,100.0,7
2016,1,7,4,0,0,0,0,1,7,0.1257999986410141,1.3,100.0,7
2016,1,7,4,30,0,0,0,1,7,0.1257999986410141,1.2000000000000002,100.0,7
2016,1,7,5,0,0,0,0,1,7,0.1257999986410141,1.1,100.0,7
2016,1,7,5,30,0,0,0,1,7,0.1257999986410141,1.0,100.0,7
2016,1,7,6,0,0,0,0,1,7,0.1257999986410141,0.9,100.0,7
2016,1,7,6,30,0,0,0,1,7,0.1257999986410141,0.9,100.0,7
